poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
88794,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,NA,10/12/24,10/17/24,NA,NA,NA,NA,NA,NA,213380,4180,lv,NA,lv,NA,10/20/24 13:11,NA,https://www.atlasintel.org/poll/usa-national-2024-1710,https://www.atlasintel.org/poll/usa-national-2024-1710,NA,https://cdn.atlasintel.org/1d356b0f-cda6-4fef-8f6f-d9b60de2cd55.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47.6
88794,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,NA,10/12/24,10/17/24,NA,NA,NA,NA,NA,NA,213380,4180,lv,NA,lv,NA,10/20/24 13:11,NA,https://www.atlasintel.org/poll/usa-national-2024-1710,https://www.atlasintel.org/poll/usa-national-2024-1710,NA,https://cdn.atlasintel.org/1d356b0f-cda6-4fef-8f6f-d9b60de2cd55.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50.7
88794,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,NA,10/12/24,10/17/24,NA,NA,NA,NA,NA,NA,213380,4180,lv,NA,lv,NA,10/20/24 13:11,NA,https://www.atlasintel.org/poll/usa-national-2024-1710,https://www.atlasintel.org/poll/usa-national-2024-1710,NA,https://cdn.atlasintel.org/1d356b0f-cda6-4fef-8f6f-d9b60de2cd55.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,GRE,Stein,31116,Jill Stein,0.8
88794,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,NA,10/12/24,10/17/24,NA,NA,NA,NA,NA,NA,213380,4180,lv,NA,lv,NA,10/20/24 13:11,NA,https://www.atlasintel.org/poll/usa-national-2024-1710,https://www.atlasintel.org/poll/usa-national-2024-1710,NA,https://cdn.atlasintel.org/1d356b0f-cda6-4fef-8f6f-d9b60de2cd55.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,LIB,Oliver,31790,Chase Oliver,0.1
88794,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,NA,10/12/24,10/17/24,NA,NA,NA,NA,NA,NA,213380,4180,lv,NA,lv,NA,10/20/24 13:11,NA,https://www.atlasintel.org/poll/usa-national-2024-1710,https://www.atlasintel.org/poll/usa-national-2024-1710,NA,https://cdn.atlasintel.org/1d356b0f-cda6-4fef-8f6f-d9b60de2cd55.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,IND,West,31097,Cornel West,0.1
88794,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,NA,10/12/24,10/17/24,NA,NA,NA,NA,NA,NA,213381,4180,lv,NA,lv,NA,10/20/24 13:11,NA,https://www.atlasintel.org/poll/usa-national-2024-1710,https://www.atlasintel.org/poll/usa-national-2024-1710,NA,https://cdn.atlasintel.org/1d356b0f-cda6-4fef-8f6f-d9b60de2cd55.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48.1
88794,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,NA,10/12/24,10/17/24,NA,NA,NA,NA,NA,NA,213381,4180,lv,NA,lv,NA,10/20/24 13:11,NA,https://www.atlasintel.org/poll/usa-national-2024-1710,https://www.atlasintel.org/poll/usa-national-2024-1710,NA,https://cdn.atlasintel.org/1d356b0f-cda6-4fef-8f6f-d9b60de2cd55.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50.8
88765,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,10/14/24,10/16/24,NA,NA,NA,NA,NA,NA,213123,1000,lv,NA,lv,NA,10/18/24 08:42,NA,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,NA,https://docs.google.com/spreadsheets/d/130z_dUtgMB3_yta2v8knWxjNv9Z2HymD/edit?gid=1544401297#gid=1544401297,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49.5
88765,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,10/14/24,10/16/24,NA,NA,NA,NA,NA,NA,213123,1000,lv,NA,lv,NA,10/18/24 08:42,NA,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,NA,https://docs.google.com/spreadsheets/d/130z_dUtgMB3_yta2v8knWxjNv9Z2HymD/edit?gid=1544401297#gid=1544401297,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.2
88710,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,10/12/24,10/15/24,NA,NA,NA,NA,NA,NA,212851,1457,rv,NA,rv,NA,10/16/24 09:33,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ycklxBQ.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ycklxBQ.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48
